English,Hebrew
rodent ,מכרסם
soaring ,דְאִיָה
bolton ,בולטון
résumé ,קורות חיים
commits ,מבצע
measles ,חַצֶבֶת
schwartz ,שוורץ
slid ,הֵחָלְצוּת
yanks ,יאנקס
tyrone ,טירון
kaylie ,קאילי
charities ,צדקה
vamos ,אומו
benign ,שָׁפִיר
charmer ,קוֹסֵם
aligned ,מיושר
topped ,מעלה
gnome ,גַמָד
wholesale ,בסיטונאות
sur ,סור
didn`t ,לא
plunged ,צללתי
paddles ,אונקים
laddie ,laddie
blitz ,הֶתאֵם
dole ,קִצבָּה
barging ,חוּשָׁה
mildly ,קלה
reflecting ,המשקף
tended ,ניגש
staked ,staked.
cylons ,cylons
boldly ,באומץ
vocation ,שְׁלִיחוּת
na-na ,na-na
leung ,ללא שם: Leung.
memoirs ,זיכרונות
infidelity ,אי נאֱמנות
nugget ,גוּשׁ זָהָב גָלמִי
cecile ,ססיל
operators ,אופרטורים
aki ,אקי
swells ,מתנפח
securities ,ניירות ערך
rejects ,דוחה
dialysis ,דיאליזה
lineage ,יוּחֲסִין
notions ,-
wharf ,רָצִיף
argo ,ארוגו
comedians ,קומיקאים
polygraph ,פּוֹלִיגרָף
recipient ,מקבל
atta ,אתה
beetles ,חיפושיות
nests ,קנים
puttin ,puttin
recommendations ,המלצות
adopting ,אימוץ
complication ,תַסבִּיך
hemorrhage ,שטף דם
annalise ,annalize.
reconstruct ,לְשַׁחְזֵר
anesthetic ,אדים
consort ,בַּת זוּג
revived ,תחודש
mats ,אאוטס
chaz ,צ 'יז
owing ,-
unorthodox ,לֹא שִׁגרָתִי
slop ,הָלְאָה
meticulous ,קַפְּדָנִי
seagull ,שַׁחַף
damnit ,לעזאזל
forthcoming ,הקרוב
dion ,דיון
carnegie ,קרנגי
cobbler ,סַנדְלָר
quark ,קְוֵרָהים
freezes ,קופא
simpsons ,סימפסון
honours ,honors.
manually ,באופן ידני
resigning ,מתפטרת
polishing ,מֵרוּט
vibes ,וִיבּרָפוֹן
attila ,אטילה
cranberry ,חמוצית
gigolo ,ג'ִיגוֹלוֹ
persist ,להתמיד
puffy ,נָפוּחַ
swiped ,הוו
fir ,אַשׁוּחַ
hawke ,הֶת
startle ,לְהַבהִיל
wingman ,וינגמן
submarines ,צוללות
daffy ,דאמי
erect ,זקוף
mutually ,הֲדָדִית
roadside ,בצד הדרך
prodigy ,פֶּלֶא
horton ,הורטון
kerosene ,נֵפט
editors ,עורכי
governess ,אוֹמֶנֶת
integrated ,מְשׁוּלָב
canine ,כַּלבִּי
reformed ,רפורמה
lifeline ,עוֹרֵק הַחַיִים
lockers ,לוקרים
hors ,סוס
mondays ,ימי שני
world-class ,רמה עולמית
brighten ,לְהַאִיר
chavez ,chavez
achieving ,השגת
scottie ,סקוטי
optical ,אוֹפּטִי
-i ,-אני
lug ,לִסְחוֹב
lag ,לְפַגֵר
spirited ,נִמרָץ
-year-old ,-גיל
hark ,הֶרֶף
hopelessly ,ללא תקנה
bouncy ,קופצני
respecting ,כיבוד
bueno ,טוב
beirut ,ביירות
mounting ,הַרכָּבָה
hurried ,מיהרתי
kimchi ,קימצ'י
jong ,יונג
moretti ,מורטי
slaughterhouse ,מִטבָּחַיִם
davina ,דווינה
shilling ,שִׁילִינג
tarts ,טארטים
overslept ,overslept
grinning ,grinning
collars ,צווארונים
yuen ,יואן
kneeling ,כְּרִיעָה
billings ,billings
selfishness ,אָנוֹכִיוּת
unloading ,פְּרִיקָה
mets ,mets
sanderson ,סנדרסון
straps ,רצועות
eviction ,גֶזַע
rog ,רוֹגֵם
eliminating ,חיסול
bae ,באב
manhunt ,ה manי- manhunt
whirlwind ,סוּפָה
dodo ,דודו
munna ,munna
lobsters ,לובסטרים
riviera ,ריביירה
millimeter ,מִילִימֶטֶר
jimi ,ג'ימי
fished ,גאטוש
wield ,להחזיק
detachment ,תְלִישׁוּת
mps ,MPS
legions ,גורי
hasan ,ללא שם: Hasan
hooper ,hooper
crabtree ,crubtree
fragrant ,רֵיחָנִי
marek ,מארק
glands ,בְּלוּטוֹת הַרוֹק
palaces ,ארמונות
delaware ,דלאוור
hurley ,הארלי
faction ,סִיעָה
ive ,איב
rooney ,רוני
nominees ,מועמדים
sleepwalking ,סַהֲרוּרִיוּת
hairstyle ,תסרוקת
cryin ,בוכה
pastries ,מאפים
eloise ,eloise.
casts ,מטבעות
tijuana ,טיחואנה
marple ,תוֹפֵר
cabs ,תאי
synchro ,synchro
spotless ,לְלֹא רְבָב
sobriety ,הִתפַּכְּחוּת
beka ,beka
gulp ,לִבלוֹעַ
intensifies ,אינטנסואלי
theres ,theres
heirloom ,נֶכֶס מוּרָשׁ
merrily ,-
unified ,מאוחד
fixes ,תיקונים
briefs ,תַחתוֹנִים
aesthetic ,אֶסתֵטִי
swarming ,נְהִירָה
campers ,חניונים
directory ,מַדרִיך
tabitha ,טבית'ה
cheered ,הריע
priestess ,כּוֹהֶנֶת
entertainer ,בַּדרָן
whirl ,לְהִסְתַחרֵר
aspen ,צַפצָפָה רַעֲדָנִית
pia ,פיא
ipad ,ipad
devastation ,חוּרבָּן
bernstein ,ברנשטיין
lumpy ,מְסוּקָס
wrinkle ,קֶמֶט
podium ,דוכן
evils ,רעות
guesses ,ניחוש
discreetly ,בדיסקרטיות
squads ,כיתות
chunky ,chunky
cj ,cj.
gadgets ,גאדג 'טים
advising ,יֶתֶר
look- ,תראה-
discredit ,לִפְגוֹעַ בְּאֲמִינוּת
if- ,אם-
awoke ,התעלה
grammy ,גראמי
custer ,קאטר
ajax ,אייאקס
lebanon ,ללבנון
stumbling ,הַחלָקָה
furs ,פרוות
chucked ,צוחק
pulmonary ,רֵאָתִי
pawnee ,פאלטרי
compel ,לאלץ
midtown ,מרכז העיר
ottoman ,דַרגָשׁ
mano ,מאנו
ramos ,רמוס
messengers ,שליחים
parrish ,פאריש
walkers ,ווקרס
makoto ,מאקוטו
gibbons ,gibbons
two-bit ,שני סיביות
ammonia ,אַמוֹנִיָה
markus ,מרקוס
kitchens ,מטבחים
ru ,ru
swans ,סוואנים
pretzels ,בייגלה
drags ,גרגר
yumi ,טעים
fickle ,הֲפַכְפַּך
punctured ,נוקב
visitation ,פּוּרעָנוּת
rounding ,סיבוך
lavon ,לווון
commute ,לנסוע
adama ,אדמה
carousel ,קרוסלה
fronts ,חזיתות
stutters ,גטוטטרס
whips ,-
wholly ,לְגַמרֵי
checkbook ,פנקס צ'קים
stronghold ,מָעוֹז
jubilee ,יוֹבֵל
offenses ,עבירות
specialize ,לְהִתְמַחוֹת
diagram ,תרשים
civilised ,מְתוּרבָּת
mould ,עובש
revival ,הִתחַדְשׁוּת
now ,עַכשָׁיו
compulsive ,כְּפִיָתִי
parisian ,פריסיאני
blur ,לְטַשׁטֵשׁ
egan ,איגן
bergman ,ברגמן
lawsuits ,תביעות
year-old ,גיל
million-dollar ,מיליון דולר
shui ,שואי
cubic ,מְעוּקָב
jennie ,ג 'ני
yogi ,יוֹגִי
seasonal ,עוֹנָתִי
pressured ,לחצה
restart ,אתחול
kryptonite ,קריפטוניט
kinder ,קינדר
friedrich ,פרידריך
bosco ,בושו
hesitated ,היסס
proverb ,פִּתגָם
wanderer ,נָע וָנָד
exchanging ,חילופי
alibis ,אליביס
weaving ,אֲרִיגָה
break-up ,להפרד
airlock ,נישואין
gambled ,הימרו
finalists ,סופנו
medicinal ,תְרוּפָתִי
depraved ,שלום
mimicking ,מימיק
bullshitting ,בולשינג
roofs ,גגות
contemplate ,לְהַרהֵר
physicists ,פיסיקאים
heathen ,עוֹבֵד אֵלִילִים
urgh ,urg.
addictive ,ממכר
solves ,פותר
heartbreaking ,פורץ לב
dynamics ,דִינָמִיקָה
advisors ,יועצים
restoring ,השחזור
outward ,הַחוּצָה
rambling ,מְטַפֵּס
boxed ,מתארת
camped ,מחניק
praising ,משבח
topics ,נושאים
conservatory ,קוֹנסֶרבָטוֹרִיוֹן
horsemen ,פרשים
tatiana ,טטיאנה
clarissa ,קלריסה
frisbee ,פריסבי
defining ,הגדרת
momo ,מֶמו
cognitive ,קוגניטיבי
braddock ,bradock
diminished ,מְמוּעָט
donating ,תורמים
stoked ,לובתה
biologist ,ביולוג
riff ,ריף
fasting ,תַעֲנִית
elm ,בּוּקִיצָה
councilor ,חָבֵר מוֹעָצָה
oww ,אואווה
starr ,סטאר
appliances ,מכשירים
conspicuous ,בּוֹלֵט לָעַיִן
go. ,ללכת.
gloom ,קַדרוּת
pacing ,צְעָדָה
gopal ,גופאל
scrolls ,מגילות
muy ,muy
errol ,לא ארול
garza ,גארסה
handcuff ,לִכבּוֹל
verma ,varma
crusaders ,צלבנים
creations ,יצירות
shep ,ש '
fines ,קֶצֶב
implanted ,הושלמו
intellectuals ,אינטלקטואלים
soprano ,סוֹפּרָנוֹ
vanishing ,הולך ונעלם
frightful ,מַפְחִיד
omelette ,חֲבִיתָה
conquering ,כְּבִישָׁה
polka ,פּוֹלקָה
ordinarily ,בדרך כלל
travers ,travers
late-night ,לילה מאוחר
cipher ,צוֹפֶן
tonnes ,טון
bolo ,בולו
chou ,צ 'י
denounce ,לְהוֹקִיעַ
impersonating ,התחדשות
taxpayers ,משלמי המסים
perceptive ,מָהִיר תְפִיסָה
wilkins ,ווילקינס
hugely ,הַרבֵּה מְאוֹד
lowering ,הוֹרָדָה
prescriptions ,מרשמים
activists ,פעילים
affidavit ,תצהיר
premeditated ,Preceditated
paloma ,פאלומה
moths ,עות
patrolling ,פטרולה
who ,מי
anthrax ,גַחֶלֶת
shipyard ,מִספָּנָה
notre ,נוטר
gloss ,בָּרָק
adjacent ,סמוך
phoney ,מְזוּיָף
territorial ,טֵרִיטוֹרִיָאלִי
mannequin ,בובת ראווה
pratap ,פרטפאפ
toyota ,טויוטה
bren ,בראן
cuter ,cuter
nooo ,נו
koran ,קוּרָאן
paxton ,פקסון
papal ,אַפִּיפיוֹרִי
yorker ,יורקר
keepers ,שומר
man- ,איש-
yearn ,לְהִתגַעגֵעַ
calming ,הַרגָעָה
farnsworth ,פרנסוורת '
carp ,קַרפִּיוֹן
bel ,bel
fluent ,שׁוֹטֵף
minivan ,מיני וואן
rochester ,רוצ'סטר
lister ,ליסטר
bout ,הֶתקֵף
descriptions ,תיאורים
takeout ,להוציא
ahjussi ,אחגי
enrico ,אנריקו
hillbilly ,שוטה כפרי
generating ,יוצר
raghu ,raghu
unconditional ,ללא תנאים
unofficial ,בִּלתִי רִשׁמִי
tiara ,נֵזֶר
gowns ,גְלִימָה
hearsay ,שְׁמוּעָה
renovation ,שיפוץ
lucinda ,לוסינדה
misled ,מְרוּמֶה
pastures ,שטחי מרעה
clogged ,סָמִיך
lax ,רָפֶה
clank ,cleank
remington ,רמינגטון
pimps ,סרסורים
footing ,אֲחִיזָה
twists ,טוויסטים
securing ,אַבטָחָה
fiesta ,פיאסטה
sweetly ,במתיקות
jie ,ג'י
tien ,tien
lashes ,ריסים
illicit ,לֹא חוּקִי
degrading ,מַשׁפִּיל
similarly ,באופן דומה
repaid ,נפרעו
raffle ,הַגרָלָה
gs ,gs.
denzel ,דנזל
sulfur ,גוֹפרִית
homing ,מִתבַּיֵת
mead ,תֶמֶד
delphine ,דלפין
stasis ,עִמָדוֹן
dicky ,דיקי
nobleman ,אָצִיל
adelaide ,אדלייד
fuji ,פוג'י
momentarily ,לְרֶגַע
newt ,-
slender ,רָזֶה
implicated ,מסובך
reece ,רייס
maverick ,עַצמָאִי
contraption ,מִתקָן מְשׁוּנֶה
dancin ,דארקין
fester ,לְהִתמַגֵל
stairway ,חדר מדרגות
earp ,נַחשׁוֹל
bins ,סִיג
flake ,לְהִתְקַלֵף
cubicle ,חַדרוֹן
harrington ,הרינגטון
mans ,מאן
flashed ,הבזיק
rainer ,רינייר
indispensable ,חִיוּנִי
trivia ,דְבָרִים בְּטֵלִים
how ,אֵיך
alderman ,אלדרמן
manifesto ,מָנִיפֶסט
wednesdays ,ימי רביעי
bickering ,הוֹבָלָה
because- ,כי-
bruv ,בראוב
prized ,תוקו
s ,ס '
dodged ,דודד
hurrying ,ממהר
kimura ,קימורה
entourage ,פָּמַלִיָה
pretzel ,כַּעַך
hickey ,היקי
conspired ,קֶסֶם
mints ,מנטה
thaw ,לְהַפְשִׁיר
unexplained ,לא מוסבר
tampa ,טמפה
acquisition ,רְכִישָׁה
amigos ,אמיגוס
leeches ,leekes.
unholy ,נוֹרָא
profiles ,פרופילים
keypad ,מִפלֶצֶת
imposter ,מתחזה
gutted ,נרגש
conceited ,יָהִיר
landscapes ,נופים
hewes ,heewes
pubs ,פאבים
pubic ,חֵיקִי
infernal ,שְׂטָנִי
defiant ,defiant.
correctional ,קוראלקסי
rated ,מדורג
utopia ,אוּטוֹפִּיָה
five-o ,חמש-א
insanely ,בטירוף
mousse ,מוּס
finder ,מוֹצֵא
dividing ,מפריד
veterinarian ,וֵטֵרִינָר
puking ,-
huff ,רוֹגֶז
lyin ,ליריק
puked ,puked
naught ,אֶפֶס
georgina ,גאורגינה
greenland ,גרינלנד
bane ,-
merle ,מרל
tribune ,טרִיבּוּן
gauze ,גָזָה
dredge ,מַחְפֵּר
crutches ,קביים
rabble ,אֲסַפסוּף
handgun ,אקדח
vaginal ,נַרְתִיקִי
announcements ,הודעות
infections ,זיהומים
corral ,לִכלוֹא
renata ,רנטה
augustine ,אוגוסטין
climbs ,מטפס
universes ,יקרים
middle-class ,מעמד הביניים
rommel ,רומל
c- ,c-
ditto ,"כנ""ל"
likelihood ,סְבִירוּת
archaeological ,ארכיאולוגי
coastline ,חוף
não ,noo
t. ,t.
nestor ,ניסטור
javi ,ג'אבי
rigor ,הַקפָּדָה
misconduct ,הִתְנַהֲגוּת פְּסוּלָה
lucid ,צָלוּל
dolan ,דולאן
majors ,מגמות
donkeys ,חמודים
imagery ,דמויות
preservation ,שְׁמִירָה
masturbating ,אוננות
presley ,פרסלי
skinned ,מְקוּרקָף
ornament ,קישוט
shrunk ,הצטמק
sneezing ,הִתעַטְשׁוּת
glare ,מַבָּט נוֹקֵב
hanuman ,hanuman
watchin ,צופה
exceeded ,חריגה
aston ,אסטון
flaps ,דְפלים
sculptures ,פסלים
accompanying ,מתלווה
sami ,סמי
mahoney ,mahoney.
scrutiny ,בְּדִיקָה
invoice ,חשבונית מס
revelations ,גילויים
ho-ho ,הו-הו
sprout ,להנביט
mime ,לְחַקוֹת
diverted ,מוּסָח
alms ,נְדָבָה
tilly ,טילי
garner ,גארנר
unh-unh ,ללא שם: Unh-unh
shiv ,shiv
domino ,דומינו
escorting ,ליוו
maris ,מרי
ephram ,ePhram
aiding ,סיוע
penises ,פין
upgraded ,משודרגים
inserted ,מוּכנָס
aspirations ,שאיפות
furnished ,מרוהט
oop ,-
gunmen ,חמוץ
unprotected ,unretected.
smallville ,קטן
temperament ,טֶמפֶּרָמֶנט
roper ,רופר
chimps ,שימפנזים
stressing ,מתאר
rejoin ,לָשׁוּב וֵלְהִצְטַרֵף
madhu ,madhu
cordon ,שַׁרשֶׁרֶת
freeing ,שחרור
suitor ,מְחַזֵר
tangible ,מוּחָשִׁי
emir ,אָמִיר
limping ,צוֹלֵעַ
lol ,חחח
a.k.a. ,A.K.A.
naina ,נאה
arouse ,לְעוֹרֵר
caffrey ,קאפרי
travellers ,מטיילים
monumental ,מוֹנוּמֶנטָלִי
bipolar ,דו קוטבית
hurl ,לְהַשְׁלִיך
baylor ,בייורורור
unwind ,לְהִתְפַּרֵק
co ,שיתוף
supervised ,בפיקוח
chandra ,צ 'נדרה
drinkin ,נָתִין
devout ,אָדוּק
architectural ,אדריכלי
killin ,killin
larceny ,גְנֵבָה
trilling ,trillinging
medina ,מַראַן
originals ,מסמכי המקור
lear ,לומד
sci-fi ,Sci-Fi
paved ,מְרוּצָף
decrease ,לְהַקְטִין
appetizer ,מתאבן
hamish ,חאב
almonds ,שקדים
crunchy ,פָּרִיך
treasurer ,גִזבָּר
waterfront ,חוף
elixir ,סַם חַיִים
perrine ,פרין
miley ,מיילי
unmarked ,לא מסומן
knuckle ,פֶּרֶק
guatemala ,גואטמלה
tenure ,קְבִיעוּת
seein ,לראות
abundant ,שׁוֹפֵעַ
calms ,calms
knicks ,ניקס
miraculously ,בנסו
beatings ,מכות
gots ,gots
milking ,חֲלִיבָה
tumbling ,נופל
bead ,חָרוּז
nurture ,לְטַפֵּחַ
uber ,אובר
kebab ,קַבַּבּ
salads ,סָלַט
redundant ,מיותר
yuko ,יוקו
real-life ,החיים האמיתיים
populated ,מְאוּכלָס
goalie ,שׁוֹעֵר
yusuf ,יוסף
celtic ,סלטיק
superiority ,עֶליוֹנוּת
bernardo ,ברנרדו
giovanna ,giovanna
uncool ,לא מגניב
mileage ,מִספָּר הַמַיִלִים
cocoon ,גוֹלֶם
mako ,mako
starlight ,אור כוכבים
valves ,שסתומים
shucks ,shucks
surrounds ,סובבים
suture ,תֶפֶר
landslide ,רוֹב מוֹחֵץ
okey ,קופי
hover ,לְרַחֵף
marches ,צעדות
foyle ,foyle
tinkling ,צִלצוּל
rimmer ,רימר
bojack ,bojack
ex-con ,לשעבר
terminator ,טרמינאטור
rainbows ,קשתות
circled ,circleded
mellie ,מלי
restrained ,מרוסן
lodging ,לִינָה
claudius ,קלאודיוס
rupture ,קֶרַע
thinker ,הוגה
variations ,וריאציות
magma ,מִקפָּה
galley ,הַגָהָה
jodi ,ג'ודי
gloat ,לִשְׂמוֹחַ לְאֵיד
get- ,לקבל-
wayward ,הֲפַכְפַּך
y. ,y.
wolfgang ,וולפגנג
nein ,נאות
strolling ,לטייל
day-to-day ,מיום ליום
corpus ,corpus
reproduction ,שִׁעתוּק
babs ,באבס
cannes ,קאן
railing ,מַעֲקֶה
turin ,טורין
ridiculously ,גיחוך
horrendous ,נורא
chases ,רודפים
positioned ,מיקומו
angrily ,angrily
bowler ,בָּאוּלֵר
bot ,בוט
naruto ,נארוטו
yeung ,יונג
caterer ,caterer
cultivate ,לְטַפֵּחַ
fullest ,מלאי
q. ,ש.
mcnamara ,מק'נמרה
rampage ,הִשׁתוֹלְלוּת
extending ,מַאֲרִיך
holloway ,Holloway
forbids ,אוסר
odo ,אודו
w-wait ,W- המתן
forsake ,לִזנוֹחַ
mocked ,לעג
jerri ,ג'רי
nightly ,לֵילִי
petting ,לְטִיפָה
ust ,UST
severance ,הִתיַחֲסוּת
varsity ,varsity
damascus ,דמשק
fscy ,פושט
digestive ,עיכול
retained ,שמור
jagger ,ג 'אגר
quoted ,מְצוּטָט
skips ,-
throbbing ,פְּעִימָה
firefighters ,מכבי אש
exploits ,מנצל
scientology ,סיינטולוגיה
reeks ,reeks
deficit ,גֵרָעוֹן
barrister ,עוֹרֵך דִין
pepsi ,פפסי
fine. ,בסדר גמור.
dunes ,כְּפִירָה
relied ,הסתמכו
evade ,לְהִתְחַמֵק
goner ,גונצר
doggone ,כלבלב
gallo ,גאלו
christening ,הוֹצָאָה
gothic ,גוֹתִי
ethiopia ,אֶתִיוֹפִּיָה
bri ,ברי
shroud ,תַכרִיך
dingo ,דינגו
smacks ,spacks
spurs ,spurs
stimulation ,גְרִיָה
betrothed ,אֲרוּסָה
relies ,מסתמך
warped ,מעוות
justification ,הַצדָקָה
candid ,גָלוּי לֵב
small-time ,קטן בזמן
scrabble ,שבץ נא
vcr ,vcr
visually ,וידוי
liter ,לִיטר
isobel ,ISOBEL
koo ,coo
evenly ,באופן שווה
emissions ,פליטות
they- ,הֵם-
dooley ,דולי
counselors ,יועצים
tahiti ,טהיטי
revolutionaries ,מהפכנים
putin ,פוטין
metre ,מטר
conqueror ,כּוֹבֵשׁ
qui ,קוי
favorable ,מועדף
marv ,מראב
montague ,montague
tarp ,תָלוּי
hancock ,הניקוק
mayan ,מאן
overturned ,מְהוּפָּך
holster ,נַרְתִיק
herriot ,herriot.
christa ,כריסטלה
crowe ,croke
realization ,הִתמַמְשׁוּת
faintly ,חלושות
hawthorne ,hawthorne
tuberculosis ,שַׁחֶפֶת
at ,בְּ-
statistically ,סטטיסטית
capri ,קפרי
odette ,אודט
tolerant ,סוֹבלָנִי
modify ,לְשַׁנוֹת
clary ,clary
inhaling ,שאיפת
plough ,לחרוש
exceed ,עולה על
flutter ,רִפרוּף
jackal ,תַן
detest ,לְתַעֵב
kingston ,קינגסטון
rhys ,רייס
sapphire ,סַפִּיר
andres ,אנדרס
scariest ,הכי מפחיד
duff ,דאף
foresee ,לַחֲזוֹת
unsuccessful ,לא מוצלח
sy ,ס '
odyssey ,אודיסי
premonition ,תְחוּשָׁה מוּקדֶמֶת
psychiatry ,פְּסִיכִיאָטרִיָה
sexiest ,Sexiest
fathom ,לַחדוֹר לְעוֹמֶק
montecito ,montecito
pears ,אגסים
seizing ,התפתעות
hani ,האני
austen ,אוסטין
therese ,תרז
templar ,טמפלרי
hoods ,ברדסים
hospice ,אַכְסַנִיָה
creak ,חֲרִיקָה
yip ,ייפ
maniacs ,maniacs.
rotating ,סובב
keaton ,קיטון
behavioral ,התנהגותי
subtitled ,כותרת משנה
adaptation ,הִסתַגְלוּת
eyewitnesses ,ראייה
meatwad ,teatwad
indies ,הודו
mavis ,mavis
swede ,סוויד
intricate ,מוּרכָּב
nirvana ,נירוונה
offline ,לא מקופל
cyprus ,קַפרִיסִין
selena ,סלינה
devoured ,לטרוף
coloring ,גִוּוּן
m-a ,אִמָא
aristotle ,אריסטו
quail ,שליו
suh ,סו
cheques ,בדיקות
independently ,באופן עצמאי
robust ,חָסוֹן
danke ,דְלִיָה
cannibals ,קניבלים
zeb ,zeb
mitsuko ,מיצוקו
deduction ,ניכוי
fives ,חמישים
bombings ,פיגועים
impolite ,לא מנומס
dependable ,מְהֵימָן
darrell ,דארל
mundane ,אַרְצִי
extremes ,קיצוניים
duran ,דוראן
introductions ,היכרויות
pledges ,התחייבות
pestering ,pastering
carlin ,קרלין
patrice ,-
injunction ,צַו מְנִיעָה
windmill ,טַחֲנַת רוּחַ
pebble ,צַדֶפֶת
closets ,ארונות
relapse ,לְהָרֵע
open-minded ,ראש פתוח
char ,לְהַשְׁחִיר
retrieved ,מאוחזר
jamaican ,ג'מייקני
dismantle ,לְפַרֵק
lingering ,הִתמַהמְהוּת
reside ,לִשְׁכּוֹן
rachael ,רייצ'ל
entrances ,כניסות
claustrophobic ,קלסטרופובי
hick ,כַּפרִי
bison ,בִּיזוֹן
barack ,ברק
chivalry ,אַבִּירוּת
meena ,meena
judah ,יְהוּדָה
sanjana ,סנג'אנה
poseidon ,פוסידון
bonkers ,מְטוּרָף
surfaces ,משטחים
jest ,צְחוֹק
teammate ,חבר צוות
toddler ,פָּעוֹט
lager ,לאגר
antoinette ,אונטנט
high-profile ,פרופיל גבוה
incarcerated ,כלואים
stylist ,מְעַצֵב אוֹפנָה
propeller ,מַדחֵף
novice ,טִירוֹן
scarier ,הצפלב יותר
bloodthirsty ,צמא דם
nightcap ,כּוֹסִית אֲחרוֹנָה
entries ,ערכות
curved ,מְעוּקָל
chants ,chants
juanita ,חואניטה
warms ,חימום
viceroy ,מִשְׁנֶה לְמֶלֶך
cornelius ,קורנליוס
rustle ,רִשׁרוּשׁ
vertigo ,סְחַרחוֹרֶת
communal ,עֲדָתִי
pu ,-
hemorrhaging ,דימום
springtime ,אָבִיב
avi ,הָמוֹן
puzzled ,בתים
syrian ,סוריה
pedestrian ,הולכי רגל
marino ,מרינו
we`re ,אנחנו
blazer ,בְּלֵיזֶר
ballpark ,ballpark
plagued ,מְנוּגָע
consistency ,עֲקֵבִיוּת
deena ,דינה
bronson ,ברונסון
untraceable ,untraceatable.
relativity ,תוֹרַת הָיַחֲסוּת
grazing ,רְעִיָה
paging ,הַחלָפָה
regretting ,מתחרטת
recharge ,טעינה
ahhhh ,אההה
polluted ,מְזוֹהָם
karthik ,קרטיק
plotted ,תומך
drivin ,לנסח
smoky ,מָלֵא עָשָׁן
bertrand ,ברטרנד
buggers ,buggers
katia ,קאטיה
revered ,נַעֲרָץ
aman ,אדם
nandu ,נאנדו
cassius ,cassius
uss ,USS
deepak ,דיפאק
vittorio ,ויטוריו
bloodbath ,הֹדֶן
psychosis ,פְּסִיכוֹזָה
mulligan ,muligan
ok. ,בסדר.
backgrounds ,רקעים
downing ,דאונינג
ramesh ,רשב
affections ,ללא שם:
cbi ,cbi
finley ,פינלי
repercussions ,השלכות
krang ,קרנג
humping ,צומח
shone ,הון
dietrich ,דיטריך
bub ,בובה
hornet ,צִרעָה
emperors ,קיסרים
mme ,mme.
rhetorical ,רֵטוֹרִי
unsettling ,א unsוִילוּת
wacko ,וואקו
famished ,מוּרעָב
distortion ,עיוות
vishnu ,vishnu
publishers ,בעלי אתרים
meek ,צָנוּעַ
reunite ,לְאַחֵד
carotid ,קרוטיד
chinaman ,cheinaman
terrance ,טרנס
starsky ,סטארסקי
telephones ,טלפונים
tock ,טוק
competitions ,תחרויות
lapse ,לִשְׁגוֹת
gayle ,גאייל
light-years ,שנות אור
plunder ,בְּזִיזָה
unloaded ,פָּרוּק
plump ,שְׁמַנמַן
trendy ,טרנדי
sears ,סוֹרס
vasquez ,Vasquez
bureaucracy ,בִּירוֹקרַטִיָה
carlotta ,קרלוטה
rhode ,רודה
fins ,סנפירים
us- ,לָנוּ-
intending ,כוונון
conspiring ,קושרים
sadist ,סָדִיסט
seminary ,סֵמִינָר
oh-oh-oh ,או או או
bicycles ,אופניים
sculpting ,פיסול
condescending ,מתנשא
orgasms ,אורגזמות
lenore ,לנורה
moonshine ,שְׁטוּיוֹת
incurable ,חָשׁוּך מַרפֵּא
pamphlet ,קוּנטרֵס
clinics ,מרפאות
nottingham ,נוטינגהאם
nominate ,לְמַנוֹת
wholesome ,בָּרִיא
termites ,טרמיטים
thunderbird ,thunderbird.
mckenna ,מק'קנה
frigid ,קָפוּא
aviv ,-
occurring ,התרחשות
ese ,-
summertime ,הקיץ
skype ,סקייפ
bikers ,אופנוענים
induced ,מגרה
missionaries ,מיסיונרים
arabian ,ערבית
lacrosse ,לקרוס
rarity ,נְדִירוּת
gaines ,גיינס
dumpling ,כּוּפתָה
brood ,לִרְבּוֹץ
creamy ,מוּקרָם
weenie ,weenie
eggman ,אקסמן
goddam ,לעזאזל
supergirl ,סופר ילדה
roadblocks ,מחסומים
lennie ,לני
seductive ,מְפַתֶה
ornaments ,קישוטים
annoys ,מרגיז
wards ,מחלקות
tintin ,טינטין
dimensional ,מְמַדִי
reverence ,יִראַת כָּבוֹד
charly ,צ'רלי
belches ,belches.
hooligans ,hooligans
lavatory ,שֵׁירוּתִים
cabbie ,cabbie
adrien ,adrien
extinguisher ,מטף
vader ,אפל
madagascar ,מדגסקר
breeds ,גידולים
audacity ,חוּצפָּה
cadaver ,פֶּגֶר
fluff ,מוֹך
yoshida ,יושידה
raina ,רומה
willpower ,כוח רצון
sicilian ,סיציליאני
bewitched ,מְכוּשָׁף
cannonball ,תותח
esta ,אסתטה
sampson ,סמפסון
aorta ,אאורטה
head-on ,חזיתית
sidelines ,צידי
candies ,סוכריות
defeating ,הֲבָסָה
kruger ,קרוגר
penetrating ,חוֹדֵר
aqua ,אקווה
quitter ,נוֹטֵשׁ
wil ,וויל
hydraulic ,הידראולי
pulitzer ,פוליצר
j.p. ,י '
trucker ,toanker
clinks ,clinks
pooped ,pooped
calculus ,חֶשְׁבּוֹן
tau ,tau
peeling ,פִּילִינג
filters ,מסננים
overtake ,לַעֲקוֹף
ell ,ell.
kobayashi ,קוביאשי
transforming ,transming
cultured ,מְתוּרבָּת
magnets ,מגנטים
cartridge ,מַחסָנִית
langston ,langston
choppers ,מסוקים
sera ,סרה
nuggets ,nuggets
honoring ,כִּבּוּד
historians ,היסטוריונים
shanti ,שנטית
fainting ,הִתעַלְפוּת
dears ,היקרים
delights ,delights
